Blocos	Intervalo_X	Intervalo_Y	Tempo_Medio(s)
---------------------------------------------
10		1000		1000		0.371174
10		1000		10000		0.260582
10		1000		100000		0.240534
10		10000		1000		0.258602
10		10000		10000		0.251462
10		10000		100000		0.250486
10		100000		1000		0.263782
10		100000		10000		0.250112
10		100000		100000		0.292211
100		1000		1000		1.746013
100		1000		10000		3.596058
100		1000		100000		3.585530
100		10000		1000		7.033120
100		10000		10000		8.927363
100		10000		100000		7.515165
100		100000		1000		4.830976
100		100000		10000		7.615398
100		100000		100000		7.693750
1000		1000		1000		4.167424
1000		1000		10000		15.407098
1000		1000		100000		22.512077
1000		10000		1000		16.613638
1000		10000		10000		139.217892
1000		10000		100000		220.970068
1000		100000		1000		46.999840
1000		100000		10000		443.105746
1000		100000		100000		708.988776
10		1000		1000		0.228442
10		1000		10000		0.241709
10		1000		100000		0.264586
10		10000		1000		0.278234
10		10000		10000		0.241411
10		10000		100000		0.247648
10		100000		1000		0.231738
10		100000		10000		0.230819
10		100000		100000		0.235549
100		1000		1000		1.745942
100		1000		10000		2.683085
100		1000		100000		3.496112
100		10000		1000		7.034810
100		10000		10000		8.696694
100		10000		100000		7.649222
100		100000		1000		4.876749
100		100000		10000		7.585888
100		100000		100000		7.595798
1000		1000		1000		4.142650
1000		1000		10000		15.648022
1000		1000		100000		22.326215
1000		10000		1000		16.422019
1000		10000		10000		139.315782
1000		10000		100000		221.111604
1000		100000		1000		46.804028
1000		100000		10000		442.863522
1000		100000		100000		708.615894
10		1000		1000		0.240160
10		1000		10000		0.238314
10		1000		100000		0.236013
10		10000		1000		0.241450
10		10000		10000		0.253104
10		10000		100000		0.241696
10		100000		1000		0.321434
10		100000		10000		0.251258
10		100000		100000		0.250726
100		1000		1000		1.891162
100		1000		10000		2.686762
100		1000		100000		3.627120
100		10000		1000		7.046627
100		10000		10000		8.774240
100		10000		100000		7.936064
100		100000		1000		4.948954
100		100000		10000		7.801702
100		100000		100000		7.792819
1000		1000		1000		4.283184
1000		1000		10000		16.076842
1000		1000		100000		22.384861
1000		10000		1000		16.429635
1000		10000		10000		139.225352
1000		10000		100000		221.131970
1000		100000		1000		46.990848
1000		100000		10000		443.334705
1000		100000		100000		708.931451
10		1000		1000		0.245162
10		1000		10000		0.244080
10		1000		100000		0.239219
10		10000		1000		0.247491
10		10000		10000		0.226605
10		10000		100000		0.245619
10		100000		1000		0.240470
10		100000		10000		0.247811
10		100000		100000		0.239430
100		1000		1000		1.728842
100		1000		10000		2.693696
100		1000		100000		3.662118
100		10000		1000		6.701942
100		10000		10000		8.900528
100		10000		100000		7.944333
100		100000		1000		4.971331
100		100000		10000		7.740320
100		100000		100000		7.464909
1000		1000		1000		4.589853
1000		1000		10000		15.339779
1000		1000		100000		22.411206
1000		10000		1000		16.447174
1000		10000		10000		139.394679
1000		10000		100000		221.255951
1000		100000		1000		46.963962
1000		100000		10000		443.162875
1000		100000		100000		708.525165
10		1000		1000		0.379152
10		1000		10000		0.422643
10		1000		100000		0.358515
10		10000		1000		0.332768
10		10000		10000		0.304045
10		10000		100000		0.325792
10		100000		1000		0.288310
10		100000		10000		0.334608
10		100000		100000		0.269315
100		1000		1000		1.777149
100		1000		10000		3.772989
100		1000		100000		3.684064
100		10000		1000		7.047011
100		10000		10000		8.783680
100		10000		100000		8.361027
100		100000		1000		5.487600
100		100000		10000		8.565930
100		100000		100000		8.654077
1000		1000		1000		4.699728
1000		1000		10000		17.623894
1000		1000		100000		22.676954
1000		10000		1000		16.505443
1000		10000		10000		139.731828
10		1000		1000		0.243251
10		1000		10000		0.244605
10		1000		100000		0.235491
10		10000		1000		0.240848
10		10000		10000		0.238400
10		10000		100000		0.233062
10		100000		1000		0.297149
10		100000		10000		0.273725
10		100000		100000		0.230749
100		1000		1000		1.761414
100		1000		10000		3.607558
100		1000		100000		3.642157
100		10000		1000		7.042307
100		10000		10000		9.536624
100		10000		100000		7.428637
100		100000		1000		4.668339
100		100000		10000		7.410474
100		100000		100000		7.372906
1000		1000		1000		4.007146
1000		1000		10000		15.203923
1000		1000		100000		22.562153
1000		10000		1000		16.658573
1000		10000		10000		139.353963
1000		10000		100000		221.399768
1000		100000		1000		47.000547
1000		100000		10000		443.717676
1000		100000		100000		708.854565
10		1000		1000		0.000049
10		1000		1000		0.000098
10		1000		10000		0.000415
10		1000		100000		0.003662
10		10000		1000		0.000415
10		10000		10000		0.003687
10		10000		100000		0.035571
10		100000		1000		0.003198
10		100000		10000		0.034375
10		100000		100000		0.048364
100		1000		1000		0.000098
100		1000		10000		0.000171
100		1000		100000		0.001318
100		10000		1000		0.000146
100		10000		10000		0.001318
100		10000		100000		0.016748
100		100000		1000		0.001343
100		100000		10000		0.016235
100		100000		100000		0.023657
1000		1000		1000		0.000806
1000		1000		10000		0.000806
1000		1000		100000		0.001440
1000		10000		1000		0.000806
1000		10000		10000		0.001416
1000		10000		100000		0.016235
1000		100000		1000		0.001318
1000		100000		10000		0.016064
1000		100000		100000		0.022900
10		1000		1000		0.000098
10		1000		1000		0.000146
10		1000		1000		0.000098
10		1000		10000		0.000391
10		1000		100000		0.003662
10		10000		1000		0.000391
10		10000		10000		0.003711
10		10000		100000		0.036572
10		100000		1000		0.003174
10		100000		10000		0.034229
10		100000		100000		0.048242
100		1000		1000		0.000098
100		1000		10000		0.000244
100		1000		100000		0.001367
100		10000		1000		0.000195
100		10000		10000		0.001318
100		10000		100000		0.015576
100		100000		1000		0.001367
100		100000		10000		0.014990
100		100000		100000		0.022217
1000		1000		1000		0.000732
1000		1000		10000		0.000781
1000		1000		100000		0.001318
1000		10000		1000		0.000781
1000		10000		10000		0.001270
1000		10000		100000		0.015869
1000		100000		1000		0.001318
1000		100000		10000		0.014062
1000		100000		100000		0.022656
10		1000		1000		0.000049
10		1000		10000		0.000391
10		1000		100000		0.003564
10		10000		1000		0.000342
10		10000		10000		0.003711
10		10000		100000		0.036377
10		100000		1000		0.003223
10		100000		10000		0.033984
10		100000		100000		0.048096
100		1000		1000		0.000049
100		1000		10000		0.000146
100		1000		100000		0.001367
100		10000		1000		0.000146
100		10000		10000		0.001367
100		10000		100000		0.016211
100		100000		1000		0.001270
100		100000		10000		0.016553
100		100000		100000		0.021582
1000		1000		1000		0.000732
1000		1000		10000		0.000781
1000		1000		100000		0.001270
1000		10000		1000		0.000732
1000		10000		10000		0.001318
1000		10000		100000		0.014062
1000		100000		1000		0.001318
1000		100000		10000		0.015771
1000		100000		100000		0.022705
10		1000		1000		0.000049
10		1000		10000		0.000439
10		1000		100000		0.003516
10		10000		1000		0.000391
10		10000		10000		0.003711
10		10000		100000		0.036230
10		100000		1000		0.003223
10		100000		10000		0.034229
10		100000		100000		0.048291
100		1000		1000		0.000098
100		1000		10000		0.000195
100		1000		100000		0.001318
100		10000		1000		0.000195
100		10000		10000		0.001318
100		10000		100000		0.016406
100		100000		1000		0.001318
100		100000		10000		0.016846
100		100000		100000		0.023486
1000		1000		1000		0.000781
1000		1000		10000		0.000781
1000		1000		100000		0.001367
1000		10000		1000		0.000781
1000		10000		10000		0.001318
1000		10000		100000		0.015918
1000		100000		1000		0.001318
1000		100000		10000		0.015918
1000		100000		100000		0.022852
10		1000		1000		0.000098
10		1000		10000		0.000439
10		1000		100000		0.003711
10		10000		1000		0.000342
10		10000		10000		0.003711
10		10000		100000		0.036768
10		100000		1000		0.003174
10		100000		10000		0.034424
10		100000		100000		0.048633
100		1000		1000		0.000049
100		1000		10000		0.000195
100		1000		100000		0.001416
100		10000		1000		0.000146
100		10000		10000		0.001318
100		10000		100000		0.016553
100		100000		1000		0.001367
100		100000		10000		0.015479
100		100000		100000		0.023682
1000		1000		1000		0.000781
1000		1000		10000		0.000781
1000		1000		100000		0.001318
1000		10000		1000		0.000781
1000		10000		10000		0.001318
1000		10000		100000		0.015918
1000		100000		1000		0.001318
1000		100000		10000		0.015967
1000		100000		100000		0.021924
10		1000		1000		0.000049
10		1000		10000		0.000391
10		1000		100000		0.003711
10		10000		1000		0.000391
10		10000		10000		0.003711
10		10000		100000		0.035986
10		100000		1000		0.003223
10		100000		10000		0.034424
10		100000		100000		0.048486
100		1000		1000		0.000049
100		1000		10000		0.000195
100		1000		100000		0.001367
100		10000		1000		0.000195
100		10000		10000		0.001367
100		10000		100000		0.016309
100		100000		1000		0.001367
100		100000		10000		0.015039
100		100000		100000		0.023535
1000		1000		1000		0.000732
1000		1000		10000		0.000830
1000		1000		100000		0.001416
1000		10000		1000		0.000830
1000		10000		10000		0.001367
1000		10000		100000		0.016260
1000		100000		1000		0.001318
1000		100000		10000		0.016016
1000		100000		100000		0.023047
10		1000		1000		0.000098
10		1000		10000		0.000342
10		1000		100000		0.003662
10		10000		1000		0.000391
10		10000		10000		0.003711
10		10000		100000		0.035352
10		100000		1000		0.003174
10		100000		10000		0.034082
10		100000		100000		0.048096
100		1000		1000		0.000146
100		1000		10000		0.000146
100		1000		100000		0.001318
100		10000		1000		0.000195
100		10000		10000		0.001416
100		10000		100000		0.016309
100		100000		1000		0.001367
100		100000		10000		0.016455
100		100000		100000		0.022705
1000		1000		1000		0.000781
1000		1000		10000		0.000732
1000		1000		100000		0.001270
1000		10000		1000		0.000781
1000		10000		10000		0.001318
1000		10000		100000		0.015820
1000		100000		1000		0.001270
1000		100000		10000		0.016162
1000		100000		100000		0.022900
10		1000		1000		0.000049
10		1000		1000		0.000049
